Ian McCartney, Labour
James Cousins, Labour
Michael O'Brien, Labour
Alan Simpson, Labour
William Olner, Labour
Derek Conway, Independent Conservative
John Horam, Conservative
Evan Harris, Liberal Democrat
Kim Howells, Labour
Sarah McCarthy-Fry, Labour
Paul Truswell, Labour
Martin Salter, Labour
Vera Baird, Labour
Siôn Simon, Labour
Thomas McAvoy, Labour
Richard Caborn, Labour
Derek Wyatt, Labour
David Curry, Conservative
Mark Todd, Labour
Colin Breed, Liberal Democrat
Patrick Cormack, Conservative
David Kidney, Labour
Lynne Jones, Labour
James Purnell, Labour
Daphne Follett, Labour
Lynda Waltho, Labour
Beverley Hughes, Labour
William Etherington, Labour
Christopher Mullin, Labour
Alan Williams, Labour
Andrew Mackinlay, Labour
Bruce George, Labour
Neil Gerrard, Labour
Dan Norris, Labour
Helen Southworth, Labour
Michael Hall, Labour
James Chapman, Labour
Stephen Hesford, Labour
Kenneth Purchase, Labour
Richard Taylor, Independent
Jovanka Humble, Labour
John Reid, Labour
Clare Mallaber, Labour
Alexander Salmond, Scottish National
Jeffrey Ennis, Labour
John Hutton, Labour
John Linton, Labour
Jacqueline Lait, Conservative
Patrick Hall, Labour
Peter Robinson, Democratic Unionist
Clare Short, Independent Labour
John Butterfill, Conservative
Andrew Mackay, Conservative
Terence Rooney, Labour
Brian Iddon, Labour
Ann Keen, Labour
Ian Cawsey, Labour
Desmond Turner, Labour
Ruth Kelly, Labour
Julie Kirkbride, Conservative
Nicholas Palmer, Labour
Katharine Ussher, Labour
David Chaytor, Labour
Julie Morgan, Labour
Eric Martlew, Labour
Adam Price, Plaid Cymru
Nicholas Ainger, Labour
Robert Spink, Independent
Michael Lord, Second Deputy Chairman of Ways and Means
Jonathan Shaw, Labour
Paul Holmes, Liberal Democrat
Christine Russell, Labour
Shona McIsaac, Labour
Philip Hope, Labour
Claire Curtis-Thomas, Labour
Rosemary McKenna, Labour
Timothy Boswell, Conservative
David Lepper, Labour
Michael Ancram, Conservative
Shahid Malik, Labour
Gwynfor Prosser, Labour
William Rennie, Liberal Democrat
John Cummings, Labour
Michael Mates, Conservative
Adam Ingram, Labour
John Naysmith, Labour
Anne Moffat, Labour
Peter Ainsworth, Conservative
Nigel Waterson, Conservative
Ian Stewart, Labour
Gavin Strang, Labour
Colin Burgon, Labour
Elizabeth Blackman, Labour
Julia Goldsworthy, Liberal Democrat
Rudolf Vis, Labour
John Jack, Conservative
Paul Clark, Labour
Mohammad Sarwar, Labour
John Mason, Scottish National
Janet Dean, Labour
Parmjit Dhanda, Labour
Peter Viggers, Conservative
John Davies, Labour
Anthony Wright, Labour
Sylvia Heal, First Deputy Chairman of Ways and Means
William Rammell, Labour
Anthony McNulty, Labour
Michael Foster, Labour
Christine McCafferty, Labour
Andrew Dismore, Labour
David Howarth, Liberal Democrat
Celia Barlow, Labour
John Prescott, Labour
Roger Berry, Labour
John Battle, Labour
Patricia Hewitt, Labour
Jane Kennedy, Labour
Robert Wareing, Independent
Martyn Jones, Labour
James Devine, Labour
Andrew Reed, Labour
Margaret Moran, Labour
Ann Widdecombe, Conservative
Robert Marshall-Andrews, Labour
Kali Mountford, Labour
Phyllis Starkey, Labour
Lembit Öpik, Liberal Democrat
Geraldine Smith, Labour
Colin Challen, Labour
Betty Williams, Labour
Douglas Henderson, Labour
Laura Moffatt, Labour
Malcolm Moss, Conservative
Andrew Pelling, Independent
Stephen Byers, Labour
Hilary Armstrong, Labour
Sally Keeble, Labour
Charles Clarke, Labour
John Heppell, Labour
Gordon Prentice, Labour
David Maclean, Conservative
Linda Gilroy, Labour
Jacqueline Smith, Labour
Susan Kramer, Liberal Democrat
Paul Rowen, Liberal Democrat
Sandra Gidley, Liberal Democrat
Janet Anderson, Labour
Alan Milburn, Labour
John Greenway, Conservative
Simon Key, Conservative
Elliot Morley, Labour
Howard Stoate, Labour
Simon Tipping, Labour
Douglas Hogg, Conservative
James Knight, Labour
Edward McGrady, Social Democratic & Labour Party
David Borrow, Labour
Anne Snelgrove, Labour
Stephen Ladyman, Labour
Robert Laxton, Labour
Christopher Fraser, Conservative
David Wilshire, Conservative
Charlotte Atkins, Labour
Ian Pearson, Labour
Francis Cook, Labour
Daria Taylor, Labour
Mark Fisher, Labour
John Maples, Conservative
Trevor Hill, Labour
John Gummer, Conservative
Brian Jenkins, Labour
Richard Younger-Ross, Liberal Democrat
Angela Browning, Conservative
Anthony Steen, Conservative
Matthew Taylor, Liberal Democrat
David Clelland, Labour
John Smith, Labour
Denis Murphy, Labour
James Plaskitt, Labour
Nigel Griffiths, Labour
Claire Ward, Labour
Robert Blizzard, Labour
David Heathcoat-Amory, Conservative
John McFall, Labour
Richard Spring, Conservative
John Barrett, Liberal Democrat
William Spicer, Conservative
Neil Turner, Labour
Mark Oaten, Liberal Democrat
Humfrey Malins, Conservative
Robert Marris, Labour
Paul Goodman, Conservative
John Austin, Labour
Ian Taylor, Conservative
Geoffrey Hoon, Labour
Michael Howard, Conservative
George Willis, Liberal Democrat
Paul Keetch, Liberal Democrat
Peter Atkinson, Conservative
Tom Levitt, Labour
Fraser Kemp, Labour
Gregory Pope, Labour
Christopher Mole, Labour
James Touhig, Labour
Ashok Kumar, Labour
Iris Robinson, Democratic Unionist
David Taylor, Labour
Michael Martin, Independent
Ian Gibson, Labour
John MacDougall, Labour
David Marshall, Labour
Alexander Johnson, Conservative
Gwyneth Dunwoody, Labour
Anthony Blair, Labour
Piara Khabra, Labour
Eric Forth, Conservative
Desmond Browne, Labour
Peter Law, Independent
Rachel Squire, Labour
Robert Cook, Labour
Ivor Caplin, Labour
Linda Perham, Labour
Christopher Smith, Labour
Lewis Moonie, Labour
Thomas Dawson, Labour
Thomas Loch, Labour
Keith Bradley, Labour
Huw Edwards, Labour
Christopher Beard, Labour
Alan Howarth, Labour
William O'Brien, Labour
Harold Barnes, Labour
Martin O'Neill, Labour
Katherine Adams, Labour
Helen Clark, Labour
Sydney Rapson, Labour
Jane Griffiths, Labour
Donald Anderson, Labour
Peter Bradley, Labour
Robert Jackson, Labour
Colin Pickthall, Labour
William Smyth, Ulster Unionist Party
Sydney Chapman, Conservative
Derek Foster, Labour
John McWilliam, Labour
Jonathan Sayeed, Independent Conservative
Paul Tyler, Liberal Democrat
Brian Mawhinney, Conservative
Edward Taylor, Conservative
Virginia Bottomley, Conservative
John Burnett, Liberal Democrat
Malcolm Savidge, Labour
Archibald Norman, Conservative
William Trimble, Ulster Unionist Party
Michael Trend, Conservative
Helen Liddell, Labour
Howard Flight, Independent Conservative
Winston Griffiths, Labour
Andrew Hunter, Democratic Unionist
Oona King, Labour
James Cran, Conservative
Estelle Morris, Labour
Llewellyn Smith, Labour
Peter Pike, Labour
David Atkinson, Conservative
Alan Hurst, Labour
Paul Boateng, Labour
Jean Corston, Labour
Valerie Davey, Labour
Marion Roe, Conservative
Anne Campbell, Labour
Jonathan Jones, Labour
Simon Thomas, Plaid Cymru
Patricia Calton, Liberal Democrat
Nigel Jones, Liberal Democrat
Gerald Steinberg, Labour
William Worthington, Labour
George Foulkes, Labour
John Cunningham, Labour
Brian Wilson, Labour
Kevin Hughes, Labour
Iain Luke, Labour
John Beggs, Ulster Unionist Party
David Chidgey, Liberal Democrat
Lynda Clark, Labour
Candice Atherton, Labour
Diana Organ, Labour
John Hume, Social Democratic & Labour Party
Peter Duncan, Conservative
James Wray, Labour
Susan Doughty, Liberal Democrat
Brian Sedgemore, Labour
Alice Mahon, Labour
Iain Coleman, Labour
Ivan Henderson, Labour
Joseph McWalter, Labour
Barbara Roche, Labour
David Stewart, Labour
Michael Portillo, Conservative
Philip Sawford, Labour
Joseph McNamara, Labour
Harold Best, Labour
Parmjit Gill, Liberal Democrat
Matthew Green, Liberal Democrat
David Rendel, Liberal Democrat
Seamus Mallon, Social Democratic & Labour Party
Brian White, Labour
Anthony Clarke, Labour
Annabelle Ewing, Scottish National
David Jamieson, Labour
Jacqueline Lawrence, Labour
Anthony Colman, Labour
Andrew Bennett, Labour
Jennifer Tonge, Liberal Democrat
Lorna Fitzsimons, Labour
Archibald Kirkwood, Liberal Democrat
Andrew King, Labour
John Wilkinson, Conservative
Lawrence Quinn, Labour
Winifred Taylor, Labour
Helen Jackson, Labour
Paul Marsden, Independent
John Taylor, Conservative
David Burnside, Ulster Unionist Party
Julia Drown, Labour
Ross Cranston, Labour
Richard Page, Conservative
Gillian Shephard, Conservative
Kerry Pollard, Labour
George Stevenson, Labour
Debra Shipley, Labour
John Lyons, Labour
Nicholas Hawkins, Conservative
Adrian Flook, Conservative
Ernest Ross, Labour
Thomas Cox, Labour
David Hinchliffe, Labour
Paul Stinchcombe, Labour
Clive Soley, Labour
Melanie Johnson, Labour
Anthony Banks, Labour
Calum Domhnallach, Labour
Timothy Collins, Conservative
Brian Cotter, Liberal Democrat
Roger Casale, Labour
Dennis Turner, Labour
Terence Lewis, Labour
Joyce Quin, Labour
Christopher Pond, Labour
William Tynan, Labour
Peter Mandelson, Labour
Terence Davis, Labour
James Marshall, Labour
Paul Daisley, Labour
Raymond Powell, Labour
James Cann, Labour
