Grant Shapps,0.006633,0.026676,-0.038886,Blue
Greg Clark,-0.086268,0.078352,0.058423,Blue
Greg Hands,-0.059435,0.061968,-0.053731,Blue
Greg Knight,-0.130245,0.024988,-0.045956,Blue
Guto Bebb,-0.002803,-0.0533,-0.062685,Blue
Guy Opperman,-0.004034,0.062561,0.083234,Blue
Harriett Baldwin,-0.001441,0.038944,0.023939,Blue
Heather Wheeler,-0.141172,0.01735,-0.005502,Blue
Heidi Allen,-0.005612,-0.053938,-0.02251,Blue
Helen Grant,-0.053723,0.021484,-0.022061,Blue
Helen Whately,-0.010258,0.002857,-0.002882,Blue
Henry Bellingham,-0.023841,-0.014381,0.012184,Blue
Henry Smith,-0.032408,0.048072,0.005412,Blue
Hugo Swire,-0.054304,0.120495,-0.102182,Blue
Huw Merriman,-0.029532,0.043289,-0.012003,Blue
Iain Smith,-0.074731,-0.02979,-0.05766,Blue
Iain Stewart,-0.023822,0.0426,-0.006094,Blue
Ian Liddell Grainger,-0.022893,0.10154,-0.122049,Blue
Jackie Doyle Price,-0.066965,0.029684,-0.140048,Blue
Jack Lopresti,0.115888,0.000789,-0.051069,Blue
Jacob Rees Mogg,-0.028567,-0.0151,0.015839,Blue
Jake Berry,0.036435,-0.036412,-0.053685,Blue
James Berry,-0.037782,0.031767,-0.092098,Blue
James Brokenshire,0.09475,-0.030715,0.030987,Blue
James Cartlidge,-0.00171,0.022426,-0.019722,Blue
James Cleverly,-0.012075,-0.011283,-0.050062,Blue
James Davies,-0.083363,-0.101404,-0.026043,Blue
James Duddridge,-0.095138,-0.038037,-0.015799,Blue
James Gray,-0.183534,-0.016137,-0.035041,Blue
James Heappey,-0.021303,0.009357,-0.00123,Blue
James Morris,-0.017725,-0.003743,-0.032419,Blue
James Wharton,-0.039055,0.023633,-0.05845,Blue
Jane Ellison,-0.009533,0.043453,-0.025835,Blue
Jason McCartney,0.106282,0.089487,-0.191355,Blue
Jeremy Hunt,0.062595,-0.012834,-0.057111,Blue
Jeremy Lefroy,-0.114295,-0.120271,-0.09993,Blue
Jeremy Quin,-0.024677,-0.007689,-0.001451,Blue
Jeremy Wright,0.003244,-0.00689,0.02225,Blue
Jesse Norman,-0.137946,0.071514,-0.043191,Blue
Jo Churchill,-0.033849,-0.000452,-0.042049,Blue
John Baron,-0.238739,-0.128301,0.032119,Blue
John Glen,-0.047461,-0.004163,-0.011794,Blue
John Hayes,0.013557,0.106475,0.004308,Blue
John Howell,-0.004167,-0.082448,0.031411,Blue
Johnny Mercer,-0.019541,0.067162,0.018026,Blue
John Penrose,0.007423,0.006387,-0.015983,Blue
John Redwood,-0.039974,-0.012778,0.015616,Blue
John Stevenson,0.075459,-0.027507,-0.070196,Blue
John Whittingdale,0.011812,0.047675,-0.027043,Blue
Jonathan Djanogly,-0.067968,-0.015253,0.018946,Blue
Jonathan Lord,0.02057,0.149042,0.025962,Blue
Joseph Johnson,-0.006565,0.020064,0.016832,Blue
Julian Brazier,-0.028956,-0.001323,-0.030031,Blue
Julian Knight,0.007552,-0.008752,-0.009194,Blue
Julian Lewis,-0.130885,0.016095,0.079276,Blue
Julian Smith,-0.023261,-0.001103,-0.03268,Blue
Julian Sturdy,-0.028607,0.011962,-0.024163,Blue
Justine Greening,-0.078154,0.127467,-0.027908,Blue
Justin Tomlinson,-0.025091,0.023006,-0.021753,Blue
Karen Bradley,-0.031548,-0.038713,-0.059981,Blue
Karen Lumley,0.075755,0.132889,-0.215444,Blue
Karl McCartney,0.006639,-0.055378,0.03672,Blue
Keith Simpson,0.004422,0.034027,-0.059235,Blue
Kelly Tolhurst,-0.005617,0.039175,-0.058723,Blue
Kenneth Clarke,0.311242,-0.041091,-0.17287,Blue
Kevin Foster,-0.065253,-0.00769,-0.006075,Blue
Kevin Hollinrake,0.029061,-0.064914,-0.042758,Blue
Kit Malthouse,-0.009477,0.022062,-0.043484,Blue
Kris Hopkins,0.019687,0.050631,-0.084941,Blue
Kwasi Kwarteng,-0.061848,0.029855,-0.017828,Blue
Laurence Robertson,0.057676,0.078945,-0.149913,Blue
Liam Fox,-0.186262,0.035827,0.054333,Blue
Lucy Allan,-0.024175,0.009132,-0.048423,Blue
Lucy Frazer,-0.059567,-0.003195,-0.011361,Blue
Luke Hall,-0.029446,-0.001689,-0.012821,Blue
Maggie Throup,-0.009241,-0.025207,-0.03527,Blue
Marcus Fysh,-0.077167,-0.00601,0.01429,Blue
Marcus Jones,-0.015368,0.015565,-0.035105,Blue
Margot James,0.070047,-0.063055,0.02461,Blue
Maria Caulfield,-0.021441,-0.003095,-0.003879,Blue
Maria Miller,-0.014212,0.039504,-0.079437,Blue
Mark Field,0.020432,-0.009198,-0.031043,Blue
Mark Francois,0.084213,-0.091226,-0.00073,Blue
Mark Garnier,0.037721,0.03027,-0.000979,Blue
Mark Harper,-0.035009,0.043187,-0.034147,Blue
Mark Lancaster,-0.054677,-0.012741,0.00921,Blue
Mark Menzies,-0.004984,0.022324,0.022923,Blue
Mark Pawsey,-0.035644,0.007115,-0.027174,Blue
Mark Prisk,-0.024419,0.11679,0.045155,Blue
Mark Pritchard,-0.023264,-0.100292,0.165928,Blue
Mark Spencer,0.060682,-0.060804,-0.097399,Blue
Martin Vickers,-0.01103,-0.000814,-0.019344,Blue
Mary Robinson,0.006588,0.06529,-0.057594,Blue
Matt Hancock,0.217069,0.123393,-0.181067,Blue
Matthew Hancock,0.183337,-0.003026,0.331053,Blue
Matthew Offord,-0.043778,-0.048746,-0.033804,Blue
Matt Warman,-0.015242,0.043872,-0.041446,Blue
Mel Stride,0.007347,-0.003543,-0.019468,Blue
Michael Ellis,-0.020756,0.012755,-0.021482,Blue
Michael Fabricant,-0.051981,0.056942,0.089545,Blue
Michael Fallon,-0.136737,0.081713,-0.016886,Blue
Michael Gove,-0.026215,-0.003427,0.090714,Blue
Michael Tomlinson,-0.003252,0.021673,-0.022924,Blue
Michelle Donelan,0.068749,-0.018504,-0.105641,Blue
Mike Freer,0.067402,0.031058,-0.074786,Blue
Mike Penning,-0.033429,-0.042332,-0.062908,Blue
Mike Wood,-0.026016,0.235501,-0.045132,Blue
Mims Davies,0.015512,-0.000936,-0.023096,Blue
Nadhim Zahawi,-0.064054,-0.028435,0.033627,Blue
Nadine Dorries,-0.022703,0.344825,0.129004,Blue
Neil Carmichael,0.015142,-0.027883,0.057614,Blue
Neil Parish,-0.050724,-0.010728,0.052547,Blue
Nicholas Soames,-0.105787,0.077825,-0.014397,Blue
Nick Boles,-0.231387,-0.05559,-0.207501,Blue
Nick Gibb,0.024495,-0.006033,-0.011446,Blue
Nick Herbert,0.139279,0.127674,-0.111435,Blue
Nick Hurd,0.031915,-0.013918,0.117877,Blue
Nicky Morgan,-0.07209,0.026792,-0.101145,Blue
Nicola Blackwood,-0.000472,-0.186355,-0.037455,Blue
Nigel Adams,-0.023635,0.109491,0.032789,Blue
Nigel Evans,-0.088619,-0.058516,0.099901,Blue
Nigel Huddleston,-0.008202,-0.006992,-0.027585,Blue
Nigel Mills,-0.023884,0.014831,0.008588,Blue
Nusrat Ghani,-0.064224,0.029761,-0.02904,Blue
Oliver Colvile,-0.044652,0.002775,-0.017908,Blue
Oliver Dowden,0.032164,0.023235,-0.016451,Blue
Oliver Heald,0.024267,0.039931,-0.029614,Blue
Oliver Letwin,-0.071348,0.045226,-0.053262,Blue
Owen Paterson,0.047573,-0.013193,0.077018,Blue
Patrick McLoughlin,0.119889,0.095558,-0.010827,Blue
Paul Beresford,0.003609,-0.006367,-0.029681,Blue
Pauline Latham,0.024893,-0.038685,0.01901,Blue
Paul Maynard,0.000587,0.004613,-0.038175,Blue
Paul Scully,0.006011,0.018569,-0.096884,Blue
Penny Mordaunt,-0.004904,0.013563,-0.048756,Blue
Peter Aldous,-0.012596,0.019035,-0.01293,Blue
Peter Bone,-0.089825,0.015462,-0.029705,Blue
Peter Bottomley,-0.103442,-0.015803,-0.200549,Blue
Peter Heaton Jones,0.007815,0.00324,-0.019455,Blue
Peter Lilley,0.002028,0.107724,-0.127839,Blue
Philip Davies,0.444575,-0.193673,-0.117427,Blue
Philip Dunne,-0.026905,0.005201,0.004562,Blue
Philip Hammond,-0.128803,0.265743,-0.30543,Blue
Philip Hollobone,0.017759,-0.183364,0.009518,Blue
Phillip Lee,0.005213,0.00776,-0.011384,Blue
Priti Patel,0.069727,0.036403,-0.010728,Blue
Ranil Jayawardena,0.020592,-0.039699,0.073976,Blue
Rebecca Harris,-0.023393,-0.001443,-0.024898,Blue
Rebecca Pow,-0.072116,0.004558,-0.06296,Blue
Rehman Chishti,0.008912,0.071972,-0.010598,Blue
Richard Bacon,-0.011891,0.017954,0.062982,Blue
Richard Benyon,0.05035,0.101883,-0.107396,Blue
Richard Drax,-0.025037,-0.031761,-0.018838,Blue
Richard Fuller,0.017508,0.035726,0.04097,Blue
Richard Graham,0.029739,-0.044021,0.055221,Blue
Richard Harrington,-0.025649,0.044596,0.028998,Blue
Rishi Sunak,-0.016289,0.004174,-0.013759,Blue
Robert Buckland,0.004243,0.054727,-0.014522,Blue
Robert Courts,0.283095,-0.156696,-0.049797,Blue
Robert Goodwill,0.016151,0.017455,-0.020784,Blue
Robert Halfon,-0.006736,0.041828,-0.02432,Blue
Robert Jenrick,0.009015,-0.0291,-0.03059,Blue
Robert Neill,-0.090728,0.041469,0.021317,Blue
Robert Syms,-0.001051,-0.019815,-0.034109,Blue
Robin Walker,0.000296,-0.015416,-0.08789,Blue
Rob Wilson,0.052957,0.018875,-0.058932,Blue
Roger Gale,0.123978,0.009283,0.155519,Blue
Rory Stewart,-0.077609,0.005861,-0.006335,Blue
Royston Smith,-0.034434,0.01443,-0.0405,Blue
Sajid Javid,-0.093487,-0.024462,-0.012872,Blue
Sam Gyimah,0.03084,0.023446,-0.029105,Blue
Sarah Newton,-0.093853,0.038534,0.095427,Blue
Sarah Wollaston,0.031601,-0.042228,0.002708,Blue
Scott Mann,-0.01384,0.046855,-0.013589,Blue
Seema Kennedy,-0.029839,0.023479,-0.059212,Blue
Shailesh Vara,-0.004925,-0.013191,0.007785,Blue
Sheryll Murray,-0.006225,0.00849,-0.035304,Blue
Simon Burns,-0.035463,0.031892,-0.036403,Blue
Simon Hart,0.08128,0.025141,-0.036197,Blue
Simon Hoare,0.029748,0.06063,-0.083417,Blue
Simon Kirby,-0.018151,-0.054002,-0.098709,Blue
Stephen Barclay,0.07516,0.014949,-0.027401,Blue
Stephen Crabb,-0.015435,-0.054881,-0.043214,Blue
Stephen Hammond,-0.047473,-0.067489,0.005036,Blue
Stephen McPartland,-0.024463,-0.002245,-0.205432,Blue
Stephen Metcalfe,0.005272,-0.007024,-0.055229,Blue
Stephen Phillips,-0.347439,0.05323,0.144822,Blue
Steve Baker,0.022258,-0.016867,0.004738,Blue
Steve Brine,0.097711,-0.002113,0.024372,Blue
Steve Double,0.003157,-0.001886,0.04491,Blue
Stewart Jackson,0.062775,0.022262,-0.021003,Blue
Stuart Andrew,-0.004347,0.011734,-0.02131,Blue
Suella Fernandes,-0.045859,0.023364,-0.033543,Blue
Tania Mathias,-0.100152,-0.02895,0.037503,Blue
Theresa May,0.228518,-0.183578,0.152219,Blue
Theresa Villiers,-0.126534,0.024884,-0.069539,Blue
Tim Loughton,0.017531,0.089887,0.012395,Blue
Tobias Ellwood,0.05044,0.080007,0.024415,Blue
Tom Pursglove,-0.008456,0.036959,-0.05178,Blue
Tom Tugendhat,-0.018311,0.01786,-0.093974,Blue
Tracey Crouch,-0.111254,0.110913,-0.169992,Blue
Trudy Harrison,0.218096,-0.025333,-0.373647,Blue
Victoria Atkins,0.027977,0.053154,-0.024427,Blue
Victoria Borwick,-0.011185,0.053803,-0.076498,Blue
Victoria Prentis,-0.021783,0.06163,-0.068256,Blue
Wendy Morton,-0.003693,0.056824,0.000255,Blue
William Cash,0.019977,0.052989,0.083157,Blue
William Wragg,0.018443,0.02916,-0.059475,Blue
Will Quince,0.007667,0.036226,-0.024214,Blue
Zac Goldsmith,-0.191376,-0.303538,-0.411391,Blue
David Simpson,-0.289327,-0.069124,0.326171,White
Gavin Robinson,-0.028819,0.405136,0.24892,White
Gregory Campbell,0.229849,0.438933,-0.079917,White
Ian Paisley,-0.158798,-0.333252,-0.215856,White
Jeffrey Donaldson,0.099366,0.471916,0.210231,White
Jim Shannon,0.179144,-0.337664,-0.113943,White
Nigel Dodds,-0.222324,-0.434516,-0.083961,White
Sammy Wilson,0.140265,-0.041218,0.363892,White
Caroline Lucas,-0.094702,0.239268,-0.099144,Green
 Hermon,-0.349913,0.335895,0.106935,Black
Anne Morris,-0.034751,0.045799,0.01335,Black
Michelle Thomson,0.144371,0.32143,-0.168492,Black
Natalie McGarry,-0.102732,-0.046689,0.268598,Black
Simon Danczuk,0.002889,0.14548,0.22687,Black
Alan Campbell,-0.057465,0.000691,0.076737,Red
Alan Johnson,-0.215378,0.118768,0.136491,Red
Alan Meale,0.216661,0.073948,-0.074913,Red
Alan Whitehead,-0.021023,0.032783,0.078441,Red
Albert Owen,-0.166323,-0.077836,0.009518,Red
Alex Cunningham,0.007332,-0.009338,0.027833,Red
Alison McGovern,0.112638,0.038278,0.019856,Red
Andrew Gwynne,-0.011546,-0.228261,0.12112,Red
Andrew Smith,0.033509,-0.04745,0.099948,Red
Andy Burnham,-0.251998,-0.149664,0.207076,Red
Andy McDonald,-0.094929,-0.074579,0.15097,Red
Andy Slaughter,-0.025834,0.04598,0.01105,Red
Angela Eagle,-0.12354,0.059144,0.146319,Red
Angela Rayner,-0.028302,0.021529,0.041602,Red
Angela Smith,-0.030934,-0.04993,0.15852,Red
Ann Clwyd,-0.242633,-0.130195,0.160719,Red
Ann Coffey,0.301925,0.03303,0.205371,Red
Barbara Keeley,-0.055296,-0.072951,-0.125001,Red
Barry Gardiner,0.041184,-0.06459,0.246634,Red
Ben Bradshaw,0.116499,0.069121,0.203364,Red
Bill Esterson,-0.045909,-0.195273,0.199593,Red
Bridget Phillipson,-0.124038,0.217993,-0.05699,Red
Caroline Flint,-0.201385,-0.050991,0.100754,Red
Carolyn Harris,0.059661,-0.006211,0.098523,Red
Catherine McKinnell,-0.259922,0.176923,0.117394,Red
Catherine West,0.023184,-0.158426,0.094222,Red
Cat Smith,-0.072065,-0.125999,-0.023186,Red
Chi Onwurah,-0.085886,0.020266,0.023274,Red
Chris Bryant,0.044533,-0.10914,-0.138277,Red
Chris Elmore,-0.013136,0.177299,0.094776,Red
Christian Matheson,0.000787,-0.01483,0.0081,Red
Chuka Umunna,-0.138519,-0.160195,-0.002882,Red
Clive Betts,0.066837,-0.160171,-0.16289,Red
Clive Efford,-0.078467,-0.215151,0.039688,Red
Clive Lewis,0.092744,0.174949,0.184497,Red
Colleen Fletcher,-0.013419,0.022292,-0.034495,Red
Conor McGinn,-0.126472,0.083144,0.114108,Red
Daniel Zeichner,0.02151,-0.005286,-0.021314,Red
Dan Jarvis,-0.138091,-0.021883,0.060883,Red
David Anderson,0.076667,-0.11447,-0.166687,Red
David Crausby,0.148797,0.108509,0.217773,Red
David Hanson,-0.042085,-0.011432,0.054525,Red
David Lammy,0.018657,0.231354,0.096742,Red
David Winnick,0.010256,-0.059224,0.061465,Red
Dawn Butler,-0.053002,-0.034151,-0.085372,Red
Debbie Abrahams,0.063353,-0.046364,0.092496,Red
Dennis Skinner,-0.004421,-0.219184,-0.001657,Red
Derek Twigg,0.092511,0.060024,0.219527,Red
Diana Johnson,0.199591,0.074197,-0.007242,Red
Diane Abbott,0.155519,0.069875,0.172574,Red
Edward Miliband,-0.202947,0.081556,0.24828,Red
Emily Thornberry,-0.190739,0.079341,-0.008247,Red
Emma Lewell Buck,-0.104359,-0.063047,0.024877,Red
Emma Reynolds,-0.3929,0.045966,0.034188,Red
Fabian Hamilton,0.127966,0.029887,-0.073418,Red
Fiona Mactaggart,0.036798,0.010234,-0.057292,Red
Frank Field,-0.364073,-0.265645,0.05062,Red
Geoffrey Robinson,0.010139,-0.16398,0.03509,Red
George Howarth,-0.05295,-0.238489,-0.063659,Red
Gerald Jones,0.00998,-0.042386,0.035273,Red
Gerald Kaufman,0.099421,0.092054,-0.449291,Red
Gill Furniss,-0.024982,0.133185,0.220708,Red
Gisela Stuart,0.320923,-0.121402,-0.074737,Red
Gloria De Piero,-0.070146,0.175289,0.076607,Red
Gordon Marsden,-0.048457,-0.059486,0.012738,Red
Graham Allen,0.048871,-0.1879,-0.308042,Red
Grahame Morris,-0.008795,-0.226429,0.347547,Red
Graham Jones,0.12585,0.14654,0.125426,Red
Graham Stringer,-0.381813,-0.180685,0.248866,Red
Harriet Harman,0.261687,0.056963,0.040511,Red
Heidi Alexander,-0.183345,-0.154424,0.034117,Red
Helen Goodman,0.055374,-0.025746,0.143824,Red
Helen Hayes,-0.002051,-0.069641,0.075458,Red
Helen Jones,0.202343,-0.000657,0.074622,Red
Hilary Benn,-0.021449,-0.050525,0.046037,Red
Holly Lynch,-0.062317,-0.003641,0.034274,Red
Huw Irranca Davies,0.243927,-0.332663,-0.368065,Red
Iain Wright,-0.107987,-0.138726,0.018069,Red
Ian Austin,-0.072413,-0.062768,-0.300023,Red
Ian Lavery,-0.036955,-0.011431,0.051928,Red
Ian Lucas,-0.15262,-0.071244,0.162417,Red
Ian Mearns,-0.120042,-0.087001,-0.049413,Red
Ian Murray,0.129614,-0.11615,0.013601,Red
Imran Hussain,0.079374,0.079035,0.101205,Red
Ivan Lewis,-0.232647,-0.152894,-0.197816,Red
Jack Dromey,0.10275,0.224057,0.032434,Red
Jamie Reed,-0.153848,0.459754,0.254158,Red
Jeff Smith,0.080548,0.326963,0.19594,Red
Jenny Chapman,0.099016,-0.056988,0.070233,Red
Jeremy Corbyn,-0.06643,-0.135639,0.204651,Red
Jessica Morden,0.110921,-0.135233,0.07609,Red
Jess Phillips,-0.040064,-0.014801,0.045661,Red
Jim Cunningham,0.019231,0.020092,0.070815,Red
Jim Dowd,-0.089594,-0.1883,-0.076523,Red
Jim Fitzpatrick,-0.028119,-0.158733,-0.00448,Red
Joan Ryan,-0.180915,-0.034701,0.13349,Red
Jo Cox,0.223945,-0.255541,-0.133262,Red
John Cryer,-0.075495,-0.04956,0.231619,Red
John Healey,0.108908,-0.027412,0.056964,Red
John Mann,-0.115968,0.10215,0.064824,Red
John McDonnell,0.058697,-0.043613,0.000842,Red
John Spellar,0.187783,-0.17543,0.07235,Red
Jon Cruddas,0.112942,0.051626,-0.004592,Red
Jon Trickett,0.10684,-0.144007,0.097579,Red
Jo Stevens,-0.15431,-0.111041,0.072074,Red
Judith Cummins,0.018424,-0.179736,-0.017961,Red
Julie Cooper,-0.154062,-0.04567,0.108509,Red
Julie Elliott,0.054449,-0.054774,0.153414,Red
Justin Madders,-0.116887,-0.057093,0.040516,Red
Karen Buck,-0.073719,-0.087249,-0.155333,Red
Karin Smyth,-0.09254,-0.021611,-0.092836,Red
Karl Turner,-0.038304,-0.053454,0.2702,Red
Kate Green,0.097376,-0.134953,0.128389,Red
Kate Hoey,-0.068165,0.473249,-0.158853,Red
Kate Hollern,0.184783,0.023152,0.090228,Red
Keir Starmer,0.191611,-0.100695,0.046483,Red
Keith Vaz,0.08354,0.227975,0.350649,Red
Kelvin Hopkins,-0.238378,-0.271323,0.111642,Red
Kerry McCarthy,-0.028629,-0.120996,-0.027391,Red
Kevan Jones,0.001736,-0.09472,-0.046237,Red
Kevin Barron,0.080888,-0.166511,0.048527,Red
Kevin Brennan,0.006551,-0.024614,0.028161,Red
Khalid Mahmood,0.150975,-0.004259,-0.083426,Red
Liam Byrne,0.040424,-0.076948,-0.133522,Red
Lilian Greenwood,0.032446,-0.216165,-0.174827,Red
Lisa Nandy,0.021215,0.121313,-0.12017,Red
Liz Kendall,0.099515,-0.140168,0.019115,Red
Liz McInnes,-0.031879,-0.075024,0.033318,Red
Louise Haigh,-0.169714,0.109942,0.056871,Red
Lyn Brown,-0.011137,-0.109983,0.220241,Red
Madeleine Moon,0.081081,-0.262797,-0.146205,Red
Margaret Beckett,0.131008,-0.243221,0.076499,Red
Margaret Greenwood,0.100858,-0.063194,0.05031,Red
Margaret Hodge,0.323138,-0.261867,0.06622,Red
Maria Eagle,-0.024632,0.144266,-0.075466,Red
Marie Rimmer,0.085562,-0.147646,0.028564,Red
Mark Tami,-0.057196,-0.065911,0.06635,Red
Mary Creagh,0.244244,-0.263245,-0.05683,Red
Mary Glindon,-0.104615,-0.030063,0.068705,Red
Matthew Pennycook,0.006595,-0.041159,0.056327,Red
Melanie Onn,-0.054574,-0.049824,0.079181,Red
Michael Dugher,0.308804,0.053074,0.238968,Red
Mike Kane,-0.077746,-0.123616,0.142994,Red
Naz Shah,-0.03394,-0.085511,0.297702,Red
Neil Coyle,-0.203248,0.003975,-0.006069,Red
